sector,stage1,stage2,stage3,stockName,stockCode
내외장재,유리,,,"KCC글라스, 국영지앤엠","KCC글라스 (344820), 국영지앤엠 (006050)"
내외장재,목재,,,"동화기업, 한솔홈데코, 이건산업, SUN&L, 유니드비티플러스","동화기업 (025900), 한솔홈데코 (025750), 이건산업 (008250), SUN&L (002820), 유니드비티플러스 (446070)"
내외장재,도료,,,"삼화페인트, 노루페인트, 강남제비스코, 조광페인트","삼화페인트 (000390), 노루페인트 (090350), 강남제비스코 (000860), 조광페인트 (004910)"
자재,거푸집,,,"삼목에스폼, 금강공업","삼목에스폼 (018310), 금강공업 (014280)"
자재,아스콘,,,SG ,SG (255220)
자재,석재,,,"라이온켐텍, 일신석재","라이온켐텍 (171120), 일신석재 (007110)"
자재,욕실,,,"대림B&Co, 대림통상, 와토스코리아","대림B&Co, 대림통상 (006570), 와토스코리아 (079000)"
자재,배관재,,,"TKG애강, 프럼파스트, 뉴보텍, 셀루메드","TKG애강, 프럼파스트 (035200), 뉴보텍 (060260), 셀루메드 (049180)"
자재,시멘트,,,"한일시멘트, 아세아시멘트, 삼표시멘트, 한일현대시멘트, 성신양회, 강동씨앤엘, 유니온","한일시멘트 (300720), 아세아시멘트 (183190), 삼표시멘트 (038500), 한일현대시멘트, 성신양회 (004980), 강동씨앤엘 (198440), 유니온 (000910)"
자재,레미콘,,,"유진기업, 동양, 보광산업, 부산산업, 모헨즈","유진기업 (023410), 동양 (001520), 보광산업, 부산산업 (011390), 모헨즈 (006920)"
자재,PC,,,"삼일씨엔에스, 동양파일, 까큐이앤씨, 서산, 티웨이홀딩스","삼일씨엔에스 (004440), 동양파일 (228340), 까큐이앤씨, 서산 (079650), 티웨이홀딩스 (004870)"
자재,데크플레이트,,,"덕신이피씨, 제일테크노스, 윈하이텍, 다스코, 에스와이스틸텍","덕신이피씨 (090410), 제일테크노스 (038010), 윈하이텍 (192390), 다스코 (058730), 에스와이스틸텍 (365330)"
철강,종합,,,"POSCO홀딩스, 현대제철","POSCO홀딩스 (005490), 현대제철 (004020)"
철강,원재료,석회,,태경비케이,태경비케이 (014580)
철강,원재료,철스크랩,,한국주강,한국주강 (025890)
철강,원재료,내화물,,"조선내화, 한국내화, 동국알앤에스","조선내화 (462520), 한국내화 (010040), 동국알앤에스 (075970)"
철강,첨가제,합금철,,"SIMPAC, 태경산업","SIMPAC (009160), 태경산업 (015890)"
철강,첨가제,탈산제,,"피제이메탈, 포스코엠텍","피제이메탈 (128660), 포스코엠텍 (009520)"
철강,제품,포장,,"엠투엔, 승일, 태양, 대륙제관","엠투엔 (033310), 승일 (049830), 태양 (053620), 대륙제관 (004780)"
철강,제품,철근,,"한국철강, 대한제강","한국철강 (104700), 대한제강 (084010)"
철강,제품,특수강,,"세아베스틸지주, 원일특강, 광진실업","세아베스틸지주 (001430), 원일특강 (012620), 광진실업 (026910)"
철강,제품,봉형강,,"동국제강, NI스틸, 동일산업, 한국특강, 화인베스틸, 동일제강, 동일철강","동국제강 (460860), NI스틸 (008260), 동일산업 (004890), 한국특강 (007280), 화인베스틸 (133820), 동일제강 (002690), 동일철강"
철강,제품,판재,강판,"KG스틸, KG에코솔루션, TCC스틸, 신스틸, SHD, 아주스틸, 포스코스틸리온, 디씨엠, 동국산업, 동국씨엠","KG스틸 (016380), KG에코솔루션 (151860), TCC스틸 (002710), 신스틸 (162300), SHD (001770), 아주스틸 (139990), 포스코스틸리온 (058430), 디씨엠 (024090), 동국산업 (005160), 동국씨엠 (460850)"
철강,제품,판재,스테인리스,"현대비앤지스틸, 황금에스티, 대양금속, 티플랙스, 유에스티, 쎄니트, 이렘","현대비앤지스틸 (004560), 황금에스티 (032560), 대양금속 (009190), 티플랙스 (081150), 유에스티 (263770), 쎄니트 (037760), 이렘 (009730)"
철강,제품,강관,,"세아제강, 휴스틸, 한국주철관, 동양철관, 하이스틸, 넥스틸, 율촌","세아제강 (306200), 휴스틸 (005010), 한국주철관 (000970), 동양철관, 하이스틸 (071090), 넥스틸 (092790), 율촌 (146060)"
철강,제품,선재,,"고려제강, 조선선재, 세아특수강, 대호특수강, 만호제강, 한국선재, 영흥, DSR제강, 제이스코홀딩스","고려제강 (002240), 조선선재 (120030), 세아특수강 (019440), 대호특수강 (021040), 만호제강 (001080), 한국선재 (025550), 영흥 (012160), DSR제강 (069730), 제이스코홀딩스 (023440)"
철강,유통,,,"금강철강, 한일철강, 경남스틸, 삼현철강, 문배철강, 부국철강, 대창스틸, 대동스틸, 동양에스텍, 더라미","금강철강 (053260), 한일철강 (002220), 경남스틸 (039240), 삼현철강 (017480), 문배철강 (008420), 부국철강 (026940), 대창스틸 (140520), 대동스틸 (048470), 동양에스텍 (060380), 더라미 (032860)"
비철금속,금,,,아이티센,아이티센
비철금속,아연,,,"고려아연, 영풍, 한일화학, 한창산업","고려아연 (010130), 영풍 (000670), 한일화학 (007770), 한창산업 (079170)"
비철금속,동력 전달 장치,,,"풍산, 대창, 이구산업, 국일신동, 바이오스마트, KBI메탈, 에이치브이엠, 서원","풍산 (103140), 대창 (012800), 이구산업 (025820), 국일신동 (060480), 바이오스마트 (038460), KBI메탈 (024840), 에이치브이엠 (295310), 서원 (021050)"
비철금속,알루미늄,,,"삼아알미늄, 조일알미늄, 알루코, 세아메카닉스, 그린플러스, 대호에이엘, 삼보산업, 파버나인, 케이피티유","삼아알미늄 (006110), 조일알미늄 (018470), 알루코 (001780), 세아메카닉스 (396300), 그린플러스 (186230), 대호에이엘 (069460), 삼보산업 (009620), 파버나인 (177830), 케이피티유 (054410)"
비철금속,공업용 다이아몬드,,,일진다이아 ,일진다이아 (081000)
은행,시중은행,,,"KB금융, 신한지주, 하나금융지주, 우리금융지주, 기업은행, 카카오뱅크","KB금융 (105560), 신한지주 (055550), 하나금융지주 (086790), 우리금융지주 (316140), 기업은행 (024110), 카카오뱅크 (323410)"
은행,지방은행,,,"JB금융지주, BNK금융지주, DGB금융지주, 제주은행","JB금융지주 (175330), BNK금융지주 (138930), DGB금융지주, 제주은행 (006220)"
은행,저축은행,,,"푸른저축은행, 상상인","푸른저축은행 (007330), 상상인 (038540)"
증권,,,,"메리츠금융지주, 미래에셋증권, NH투자증권, 한국금융지주, 삼성증권, 키움증권, 신영증권, 대신증권, 한화투자증권, 교보증권, 유안타증권, 유진투자증권, 부국증권, 현대차증권, LS증권, SK증권, DB금융투자, 다올투자증권, 한양증군, 유화증권, 상상인증권, 코리아에셋투자증권","메리츠금융지주 (138040), 미래에셋증권 (006800), NH투자증권 (005940), 한국금융지주 (071050), 삼성증권 (016360), 키움증권 (039490), 신영증권 (001720), 대신증권 (003540), 한화투자증권 (003530), 교보증권 (030610), 유안타증권 (003470), 유진투자증권 (001200), 부국증권 (001270), 현대차증권 (001500), LS증권 (078020), SK증권 (001510), DB금융투자, 다올투자증권 (030210), 한양증군, 유화증권 (003460), 상상인증권 (001290), 코리아에셋투자증권 (190650)"
보험,생명보험,,,"삼성생명, 한화생명, 미래에셋생명, 동양생명","삼성생명 (032830), 한화생명 (088350), 미래에셋생명 (085620), 동양생명 (082640)"
보험,손해보험,,,"삼성화재, DB손해보험, 현대해상, 롯데손해보험, 한화손해보험, 흥국화재","삼성화재 (000810), DB손해보험 (005830), 현대해상 (001450), 롯데손해보험 (000400), 한화손해보험 (000370), 흥국화재 (000540)"
보험,재보험,,,코리안리,코리안리 (003690)
보험,대리점,,,"에이플러스에셋, 인카금융서비스","에이플러스에셋 (244920), 인카금융서비스 (211050)"
부동산,리츠,위탁관리형,,"SK리츠, ESR켄달스퀘어리츠, 롯데리츠, 제이알글로벌리츠, 신한알파리츠, KB스타리츠, 코람코라이프인프라리츠, 삼성FN리츠, 한화리츠, 이지스밸류리츠, 디앤디플랫폼리츠, 코람코더원리츠, NH올원리츠, 이지스레지던스리츠, 신한글로벌액티브리츠, NH프라임리츠, 미래에셋맵스리츠, 마스턴프리미어리츠","SK리츠 (395400), ESR켄달스퀘어리츠 (365550), 롯데리츠 (330590), 제이알글로벌리츠 (348950), 신한알파리츠 (293940), KB스타리츠 (432320), 코람코라이프인프라리츠 (357120), 삼성FN리츠 (448730), 한화리츠 (451800), 이지스밸류리츠, 디앤디플랫폼리츠 (377190), 코람코더원리츠 (417310), NH올원리츠 (400760), 이지스레지던스리츠 (350520), 신한글로벌액티브리츠 (481850), NH프라임리츠 (338100), 미래에셋맵스리츠 (357250), 마스턴프리미어리츠 (357430)"
부동산,리츠,자기관리형,,"케이탑리츠, 스타에스엠리츠, 신한서브티엔디리츠, 미래에셋글로벌리츠","케이탑리츠 (145270), 스타에스엠리츠 (204210), 신한서브티엔디리츠, 미래에셋글로벌리츠 (396690)"
부동산,리츠,기업 구조조정형,,이리츠코크렙,이리츠코크렙 (088260)
부동산,신탁,,,"한국토지신탁, 한국자산신탁","한국토지신탁 (034830), 한국자산신탁 (123890)"
부동산,개발임대,,,"SK디앤디, SK이터닉스, 이스타코, 신라섬유","SK디앤디 (210980), SK이터닉스 (475150), 이스타코 (015020), 신라섬유 (001000)"
기타,벤처캐피털,,,"우리기술투자, 스틱인베스트먼트, 미래에셋벤처투자, 아주IB투자, 한국캐피탈, SBI인베스트먼트, 에이티넘인베스트, LB인베스트먼트, 나우IB, SV인베스트먼트, DSC인베스트먼트, 대성창투, 스톤브릿지벤처스, 린드먼아시아, HB인베스트먼트, 큐캐피탈, 컴퍼니케이, 메이슨캐피탈, TS인베스트먼트, 캡스톤파트너스, 플루토스","우리기술투자 (041190), 스틱인베스트먼트 (026890), 미래에셋벤처투자 (100790), 아주IB투자 (027360), 한국캐피탈 (023760), SBI인베스트먼트 (019550), 에이티넘인베스트 (021080), LB인베스트먼트 (309960), 나우IB (293580), SV인베스트먼트 (289080), DSC인베스트먼트 (241520), 대성창투 (027830), 스톤브릿지벤처스 (330730), 린드먼아시아 (277070), HB인베스트먼트 (440290), 큐캐피탈 (016600), 컴퍼니케이 (307930), 메이슨캐피탈 (021880), TS인베스트먼트 (246690), 캡스톤파트너스 (452300), 플루토스 (019570)"
기타,카드,,,삼성카드,삼성카드 (029780)
기타,금융,,,"다우기술, 에프앤가이드, 고려신용정보, 리드코프","다우기술 (023590), 에프앤가이드 (064850), 고려신용정보 (049720), 리드코프 (012700)"
기타,신용정보 ,,,"NICE평가정보, 한국기업평가, 이크레더블, 나이스디앤비, SCI평가정보","NICE평가정보 (030190), 한국기업평가 (034950), 이크레더블 (092130), 나이스디앤비 (130580), SCI평가정보"
제조사 ,,,,LG디스플레이,LG디스플레이 (034220)
소재,공정,,,"엘티씨, 와이엠씨, 유아이디","엘티씨 (170920), 와이엠씨 (155650), 유아이디 (069330)"
소재,패널,,,"디티씨, 일진디스플, 인지디스플레","디티씨 (066670), 일진디스플 (020760), 인지디스플레 (037330)"
소재,필름,,,"세진티에스, HB테크놀러지, 오성첨단소재, 엘엠에스, 상보, 나노캠텍, 미래나노텍, GRT, 코이즈, 아이컴포넌트, 신화인터텍, 에이치엔에스하이텍","세진티에스 (067770), HB테크놀러지 (078150), 오성첨단소재 (052420), 엘엠에스 (073110), 상보 (027580), 나노캠텍 (091970), 미래나노텍 (095500), GRT (900290), 코이즈 (121850), 아이컴포넌트 (059100), 신화인터텍 (056700), 에이치엔에스하이텍 (044990)"
소재,OLED,,,"덕산테코피아, 덕산네오룩스, 이녹스첨단소재, 피엔에이치테크, 풍원정밀, 이엠앤아이, 핌스, 한켐, 에스켐","덕산테코피아 (317330), 덕산네오룩스 (213420), 이녹스첨단소재 (272290), 피엔에이치테크 (239890), 풍원정밀 (371950), 이엠앤아이 (083470), 핌스 (347770), 한켐 (457370), 에스켐 (475660)"
소재,부품,,,"파인디앤씨, 삼진엘앤디, 위지트","파인디앤씨 (049120), 삼진엘앤디 (054090), 위지트 (036090)"
소재,SMT,,,"한국컴퓨터, 제이엠티","한국컴퓨터 (054040), 제이엠티 (094970)"
장비,포토 ,,,나래나노텍,나래나노텍 (137080)
장비,열처리,,,"비아트론, 예스티","비아트론 (141000), 예스티 (122640)"
장비,식각,,,"포인트엔지니어링, 아이씨디, 인베니아","포인트엔지니어링 (256630), 아이씨디 (040910), 인베니아 (079950)"
장비,세정,,,"DMS, 에프엔에스테크, 디바이스이엔지","DMS (068790), 에프엔에스테크 (083500), 디바이스이엔지"
장비,증착,,,"선익시스템, 야스, 아바코, HB솔루션","선익시스템 (171090), 야스 (255440), 아바코 (083930), HB솔루션 (297890)"
장비,패널,,,"선익시스템, 야스, 아바코, HB솔루션","선익시스템 (171090), 야스 (255440), 아바코 (083930), HB솔루션 (297890)"
장비,패키징,,,"신도기연, 에스에이티이엔지, 파인텍, 디에스케이","신도기연 (290520), 에스에이티이엔지, 파인텍 (131760), 디에스케이 (109740)"
장비,OLED,,,"AP시스템, 케이피에스, 힘스, 동아엘텍, 이엘피","AP시스템 (265520), 케이피에스, 힘스 (238490), 동아엘텍 (088130), 이엘피 (063760)"
장비,검사,,,"디아이티, 에스엔유, 영우디에스피, 소니드, 프로이천, 넥스트아이, 디이엔티","디아이티 (110990), 에스엔유, 영우디에스피 (143540), 소니드, 프로이천 (321260), 넥스트아이 (137940), 디이엔티 (079810)"
장비,기타 ,,,"참엔지니어링, 엔젯","참엔지니어링 (009310), 엔젯 (419080)"
LED,산업용,,,"서울반도체, 서울바이오시스, 금호에이치티, 우리바이오, 루멘스, 클라우드에어, 우리이앤엘, 우리엔터프라이즈","서울반도체 (046890), 서울바이오시스 (092190), 금호에이치티 (214330), 우리바이오 (082850), 루멘스 (038060), 클라우드에어, 우리이앤엘 (153490), 우리엔터프라이즈 (037400)"
LED,일반용,,,"아이엘사이언스, 소룩스, 금호전기 ","아이엘사이언스, 소룩스 (290690), 금호전기 (001210)"
게임,,,,"크래프톤, 넷마블, 엔씨소프트, 시프트업, 펄어비스, 카카오게임즈, 위메이드, 넥슨게임즈, 더블유게임즈, 웹젠, 컴투스, 네오위즈, 데브시스터즈, 위메이드맥스, 넵튠, 피노, 컴투스홀딩스, 고스트스튜디오, 엠게임, 조이시티, 위메이드플레이, 티쓰리, 미투온, 액토즈소프트, 액션스퀘어, 모비릭스, 플레이위드, 썸에이지, 밸로프, 한빛소프트, 네오리진, 스타코링크, 드래곤플라이","크래프톤 (259960), 넷마블 (251270), 엔씨소프트 (036570), 시프트업 (462870), 펄어비스 (263750), 카카오게임즈 (293490), 위메이드 (112040), 넥슨게임즈 (225570), 더블유게임즈 (192080), 웹젠 (069080), 컴투스 (078340), 네오위즈 (095660), 데브시스터즈 (194480), 위메이드맥스 (101730), 넵튠 (217270), 피노 (033790), 컴투스홀딩스 (063080), 고스트스튜디오 (950190), 엠게임 (058630), 조이시티 (067000), 위메이드플레이 (123420), 티쓰리 (204610), 미투온 (201490), 액토즈소프트 (052790), 액션스퀘어, 모비릭스 (348030), 플레이위드 (023770), 썸에이지 (208640), 밸로프 (331520), 한빛소프트 (047080), 네오리진 (094860), 스타코링크 (060240), 드래곤플라이 (030350)"
여행,여행사,,,"하나투어, 모두투어, 노랑풍선, 참좋은여행","하나투어 (039130), 모두투어 (080160), 노랑풍선 (104620), 참좋은여행 (094850)"
여행,호텔,,,"롯데관광개발, 아난티, 서부T&D, 모나용평","롯데관광개발 (032350), 아난티 (025980), 서부T&D (006730), 모나용평 (070960)"
여행,텐트,,,ES큐브,ES큐브 (050120)
카지노,내국인,,,강원랜드,강원랜드 (035250)
카지노,외국인,,,"파라다이스, GKL","파라다이스 (034230), GKL (114090)"
카지노,장비,,,"코텍, 토비스","코텍 (052330), 토비스 (051360)"
스포츠,골프,,,"골프존, KX, 남화산업, 브이씨","골프존 (215000), KX (122450), 남화산업 (111710), 브이씨 (365900)"
스포츠,자전거,,,"삼천리자전거, 알톤","삼천리자전거 (024950), 알톤 (123750)"
스포츠,마케팅,,,갤럭시아에스엠,갤럭시아에스엠 (011420)
음악,,,,"삼익악기, TJ미디어","삼익악기 (002450), TJ미디어 (032540)"
바이오 의약품,항체 치료제,,,"리가켐바이오, 에이비엘바이오, 메드팩토, 앱클론, 와이바이오로직스, 에이비온, 큐리언트, 카이노스메드, 샤페론, 브릿지바이오테라퓨틱스, 압타바이오, 하이퍼코퍼레이션, 압타머사이언스","리가켐바이오 (141080), 에이비엘바이오 (298380), 메드팩토 (235980), 앱클론 (174900), 와이바이오로직스 (338840), 에이비온 (203400), 큐리언트 (115180), 카이노스메드 (284620), 샤페론 (378800), 브릿지바이오테라퓨틱스, 압타바이오 (293780), 하이퍼코퍼레이션 (065650), 압타머사이언스 (291650)"
바이오 의약품,유전자 치료제,,,"툴젠, 박셀바이오, 올릭스, 헬릭스미스, 네오이뮨텍, 유틸렉스, 소마젠, 지니너스, 디엔에이링크, 셀레믹스, 올리패스","툴젠 (199800), 박셀바이오 (323990), 올릭스 (226950), 헬릭스미스 (084990), 네오이뮨텍 (950220), 유틸렉스 (263050), 소마젠 (950200), 지니너스 (389030), 디엔에이링크, 셀레믹스 (331920), 올리패스 (244460)"
바이오 의약품,세포 치료제,,,"코오롱티슈진, 큐로셀, 네이처셀, 메디포스트, 바이오솔루션, 테고사이언스, 안트로젠, 신라젠, 에스바이오메딕스, 바이젠셀, 에스씨엠생명과학","코오롱티슈진 (950160), 큐로셀 (372320), 네이처셀 (007390), 메디포스트 (078160), 바이오솔루션 (086820), 테고사이언스 (191420), 안트로젠 (065660), 신라젠 (215600), 에스바이오메딕스 (304360), 바이젠셀 (308080), 에스씨엠생명과학 (298060)"
바이오 의약품,단백질 의약품,,,"제넥신, 지아이이노베이션, 아이진","제넥신 (095700), 지아이이노베이션 (358570), 아이진 (185490)"
바이오 의약품,백신,,,"SK바이오사이언스, HLB테라퓨틱스, 셀리드, 유바이오로직스, 큐라티스, 차백신연구소","SK바이오사이언스 (302440), HLB테라퓨틱스 (115450), 셀리드 (299660), 유바이오로직스 (206650), 큐라티스 (348080), 차백신연구소 (261780)"
바이오 의약품,희귀 의약품,,,"메지온, 티움바이오","메지온 (140410), 티움바이오 (321550)"
바이오 의약품,약물 전달,,,"알테오젠, 펩트론, 에이프릴바이오, 인벤티직랩","알테오젠 (196170), 펩트론 (087010), 에이프릴바이오 (397030), 인벤티직랩"
바이오 의약품,AI,,,"보로노이, 큐라클, 파로스아이바이오, 지놈앤컴퍼니, 신테카바이오","보로노이 (310210), 큐라클 (365270), 파로스아이바이오 (388870), 지놈앤컴퍼니 (314130), 신테카바이오 (226330)"
바이오 의약품,바이오시밀러,,,"셀트리온, 프레스티지바이오파마, 선바이오","셀트리온 (068270), 프레스티지바이오파마 (950210), 선바이오 (067370)"
바이오 의약품,CRO,,,"코아스템켐온, HLB바이오스텝, 디티앤씨알오, 모비스, 강스템바이오텍, 바이오톡스텍, 드림씨아이에스, 디앤디파마텍, 씨앤알리서치, 현대ADM, 바이오인프라, 우정바이오, 셀비온","코아스템켐온 (166480), HLB바이오스텝 (278650), 디티앤씨알오 (383930), 모비스 (250060), 강스템바이오텍 (217730), 바이오톡스텍 (086040), 드림씨아이에스 (223250), 디앤디파마텍 (347850), 씨앤알리서치, 현대ADM (187660), 바이오인프라 (199730), 우정바이오 (215380), 셀비온 (308430)"
효소,,,,"케어젠, 아미코젠, 고바이오랩, CJ 바이오사이언스, DXVX, 애니젠, 엑셀세라퓨틱스, 제노포커스, 에이치이엠파마","케어젠 (214370), 아미코젠 (092040), 고바이오랩 (348150), CJ 바이오사이언스 (311690), DXVX (180400), 애니젠, 엑셀세라퓨틱스 (373110), 제노포커스, 에이치이엠파마 (376270)"
CMO,,,,"삼성바이오로직스, 에스티팜, 바이넥스, 팬젠, 프레스티지바이오로직스, 진원생명과학, 이엔셀","삼성바이오로직스 (207940), 에스티팜 (237690), 바이넥스 (053030), 팬젠 (222110), 프레스티지바이오로직스 (334970), 진원생명과학 (011000), 이엔셀 (456070)"
보톡스,,,,"휴젤, 메디톡스 ","휴젤 (145020), 메디톡스 (086900)"
교육,학원,,,"메가스터디교육, 메가스터디, 아이비김영, 디지털대성, 크레버스","메가스터디교육 (215200), 메가스터디 (072870), 아이비김영 (339950), 디지털대성 (068930), 크레버스 (096240)"
교육,어학,,,"정상제이엘에스, NE능률, YBM넷, 이퓨쳐, 골드앤에스","정상제이엘에스 (040420), NE능률 (053290), YBM넷 (057030), 이퓨쳐 (134060), 골드앤에스 (035290)"
교육,학습지,,,"웅진씽크빅, 대교, 아이스크림에듀","웅진씽크빅 (095720), 대교 (019680), 아이스크림에듀 (289010)"
교육,전문직,,,"멀티캠퍼스, 메가엠디, 유비온","멀티캠퍼스 (067280), 메가엠디 (133750), 유비온 (084440)"
교육,문구류,,,"양지사, 삼성출판사, 모나미","양지사 (030960), 삼성출판사 (068290), 모나미 (005360)"
교육,도서,,,"비상교육, 예림당","비상교육 (100220), 예림당 (036000)"
교육,장비,,,"로보로보, 에이럭스, 아이스크림미디어","로보로보 (215100), 에이럭스 (475580), 아이스크림미디어 (461300)"
가구,종합,,,"한샘, 현대리바트, 꿈비, 오하임앤컴퍼니, 스튜디오삼익, 에넥스","한샘 (009240), 현대리바트 (079430), 꿈비 (407400), 오하임앤컴퍼니, 스튜디오삼익 (415380), 에넥스 (011090)"
가구,사무용,,,"퍼시스, 코아스","퍼시스 (016800), 코아스 (071950)"
가구,의자,,,"시디즈, 듀오백","시디즈 (134790), 듀오백 (073190)"
가구,침대,,,"지누스, 에이스침대","지누스 (013890), 에이스침대 (003800)"
제지,골판지,원지,,"아세아제지, 신대양제지, 영풍제지, 대림제지","아세아제지 (002310), 신대양제지 (016590), 영풍제지, 대림제지 (017650)"
제지,골판지,원단,,"태림포장, 삼보판지, 대영포장, 한국수출포장, 리더스코스메틱, 한국팩키지","태림포장 (011280), 삼보판지 (023600), 대영포장 (014160), 한국수출포장 (002200), 리더스코스메틱 (016100), 한국팩키지 (037230)"
제지,백판지,펄프,,무림P&P,무림P&P (009580)
제지,백판지,유통,,한솔PNS,한솔PNS
제지,백판지,백판지,,"한솔제지, 한국제지, 신풍, 무림페이퍼, 무림SP, 한창제지","한솔제지 (213500), 한국제지 (027970), 신풍 (002870), 무림페이퍼 (009200), 무림SP (001810), 한창제지 (009460)"
제지,위생용지,,,"모나리자, 깨끗한나라, 삼정펄프","모나리자 (012690), 깨끗한나라 (004540), 삼정펄프 (009770)"
제지,신문용지,,,페이퍼코리아,페이퍼코리아 (001020)
가정용품,렌털,,,"쿠쿠홈시스, 코웨이","쿠쿠홈시스 (284740), 코웨이 (021240)"
가정용품,생활용품,,,"아크솔루션스, 메디앙스, 비비씨, 전진바이오팜, 케이엠제약","아크솔루션스 (203690), 메디앙스 (014100), 비비씨 (318410), 전진바이오팜 (110020), 케이엠제약 (225430)"
가정용품,필터,,,"엔바이오니아, 씨앤투스, 한독크린텍, 피코그램, 크린앤사이언스","엔바이오니아 (317870), 씨앤투스 (352700), 한독크린텍 (256150), 피코그램 (376180), 크린앤사이언스 (045520)"
가정용품,보일러 ,,,경동나비엔,경동나비엔 (009450)
의류,브랜드,,,"휠라홀딩스, F&F, 신세계인터내셔날, 한섬, 신성통상, 더네이쳐홀딩스, 공구우먼, SG세계물산, 대현, 한세엠케이, 메타랩스, 코데즈컴바인, 지엔코, 인디에프, 패션플랫폼, TBH글로벌, 에스티오, 원풍물산, 형지I&C","휠라홀딩스, F&F (383220), 신세계인터내셔날 (031430), 한섬 (020000), 신성통상, 더네이쳐홀딩스 (298540), 공구우먼 (366030), SG세계물산 (004060), 대현 (016090), 한세엠케이 (069640), 메타랩스 (090370), 코데즈컴바인 (047770), 지엔코 (065060), 인디에프 (014990), 패션플랫폼 (225590), TBH글로벌 (084870), 에스티오 (098660), 원풍물산 (008290), 형지I&C (011080)"
의류,OEM,,,"영원무역, 한세실업, 제이에스코퍼레이션, 신원, 노브랜드, 국동, TP, 호전실업, 윌비스, 씨싸이트","영원무역 (111770), 한세실업 (105630), 제이에스코퍼레이션 (194370), 신원 (009270), 노브랜드 (145170), 국동, TP (007980), 호전실업 (111110), 윌비스 (008600), 씨싸이트 (109670)"
의류,언더웨어,,,"폰드그룹, BYC, 신영와코루, 그리티, 비비안, 좋은사람들","폰드그룹 (472850), BYC (001460), 신영와코루 (005800), 그리티 (204020), 비비안 (002070), 좋은사람들 (033340)"
