sector,stage1,stage2,stage3,stockName,stockCode
의류,스포츠,,,"에코마케팅, 크리스에프앤씨, 브랜드엑스코퍼레이션, 까스텔바작, 배럴, 감성코퍼레이션","에코마케팅 (230360), 크리스에프앤씨 (110790), 브랜드엑스코퍼레이션, 까스텔바작, 배럴 (267790), 감성코퍼레이션 (036620)"
의류,유통,,,"포니링크, 애머릿지","포니링크 (064800), 애머릿지 (900100)"
의류,기타 ,모피,,진도,진도 (088790)
의류,기타 ,방진복,,케이,케이
의류,기타 ,학생복,,형지엘리트,형지엘리트 (093240)
의류,기타 ,유아,,아가방컴퍼니,아가방컴퍼니 (013990)
잡화,신발,,,"화승엔터프라이즈, 화승인더, 윙스풋, LS네트웍스, 토박스코리아","화승엔터프라이즈 (241590), 화승인더 (006060), 윙스풋 (335870), LS네트웍스 (000680), 토박스코리아 (215480)"
잡화,가방,,,"에스제이그룹, 폴라리스AI, 동인기연","에스제이그룹 (306040), 폴라리스AI (039980), 동인기연 (111380)"
잡화,주얼리,,,"이월드, 제이에스티나","이월드 (084680), 제이에스티나 (026040)"
섬유,,,,"대한방직, 일신방직, 방림, 전방, 성안머티리얼스, 아즈텍WB ","대한방직 (001070), 일신방직 (003200), 방림 (003610), 전방 (000950), 성안머티리얼스 (011300), 아즈텍WB (032080)"
피혁,천연,,,"조광피혁, 삼양통상, 유니켐","조광피혁 (004700), 삼양통상 (002170), 유니켐 (011330)"
피혁,합성,,,"백산, 대원화성, 덕성, 디케이앤디","백산 (035150), 대원화성 (024890), 덕성 (004830), 디케이앤디 (263020)"
부품,카메라 ,모듈,,"LG이노텍, 엠씨넥스, 드림텍, 파트론, 팸텍, 파워로직스, 캠시스, 나무가, 홈캐스트, 코아시아, 덕우전자, 탑엔지니어링, 재영솔루텍, 코아시아씨엠","LG이노텍 (011070), 엠씨넥스 (097520), 드림텍 (192650), 파트론 (091700), 팸텍 (271830), 파워로직스 (047310), 캠시스 (050110), 나무가 (190510), 홈캐스트 (064240), 코아시아 (045970), 덕우전자 (263600), 탑엔지니어링 (065130), 재영솔루텍 (049630), 코아시아씨엠 (196450)"
부품,카메라 ,AF,,"자화전자, 해성옵틱스, 아이엠, 액트로, 하이소닉","자화전자 (033240), 해성옵틱스 (076610), 아이엠 (101390), 액트로 (290740), 하이소닉"
부품,카메라 ,렌즈,,"옵트론텍, 세코닉스, 엘켐텍","옵트론텍 (082210), 세코닉스 (053450), 엘켐텍"
부품,FPCB,,,"시노펙스, 비에이치, 인터플렉스, 디케이티, 뉴프렉스, 이브이첨단소재, 엔피디, 씨유테크, 바이오로그디바이스","시노펙스 (025320), 비에이치 (090460), 인터플렉스 (051370), 디케이티 (290550), 뉴프렉스 (085670), 이브이첨단소재 (131400), 엔피디, 씨유테크 (376290), 바이오로그디바이스"
부품,키패드,,,서원인텍,서원인텍 (093920)
부품,배터리 보호 팩,,,아이티엠반도체,아이티엠반도체 (084850)
부품,케이스,,,"인탑스, 이랜텍","인탑스 (049070), 이랜텍 (054210)"
부품,충전,,,"켐트로닉스, 알에프텍, 위츠","켐트로닉스 (089010), 알에프텍 (061040), 위츠 (459100)"
부품,필름/시트,,,"세경하이테크, 앤디포스, 아모그린텍","세경하이테크 (148150), 앤디포스 (238090), 아모그린텍 (125210)"
부품,커버 글라스,,,"제이앤티씨, 유티아이, 육일씨엔에쓰","제이앤티씨 (204270), 유티아이 (179900), 육일씨엔에쓰 (191410)"
부품,금속,,,"KH바텍, 파인엠텍, 유아이엘, 에스코넥, 성우전자, 에스에이티, 파인테크닉스, 한주에이알티","KH바텍 (060720), 파인엠텍 (441270), 유아이엘 (049520), 에스코넥 (096630), 성우전자 (081580), 에스에이티 (060540), 파인테크닉스 (106240), 한주에이알티 (058450)"
부품,통신,,,"아모텍, 와이솔, 와이팜, 케스피온, 엑스큐어, 쏘닉스","아모텍 (052710), 와이솔 (122990), 와이팜, 케스피온 (079190), 엑스큐어 (070300), 쏘닉스 (088280)"
유통,,,,"SK네트웍스, 케일럼, 퀀타피아, 유라클","SK네트웍스 (001740), 케일럼 (258610), 퀀타피아, 유라클 (088340)"
기타,장비,,,"하이비젼시스템, 뉴온","하이비젼시스템 (126700), 뉴온 (123840)"
기타,액세서리 ,,,"이엠텍, 엑스플러스, 퀀텀온, 블루콤, 슈피겐코리아, 리튬포어스, 휴먼테크놀로지 ","이엠텍 (091120), 엑스플러스 (373200), 퀀텀온 (227100), 블루콤 (033560), 슈피겐코리아 (192440), 리튬포어스 (073570), 휴먼테크놀로지 (175140)"
유통,홈쇼핑,,,"현대홈쇼핑, 케이티알파","현대홈쇼핑 (057050), 케이티알파 (036030)"
유통,면세점,사전 면세점,,"호텔신라, 신세계","호텔신라 (008770), 신세계 (004170)"
유통,면세점,사후 면세점,,JTC,JTC (950170)
유통,면세점,택스 리펀드 ,,글로벌텍스프리,글로벌텍스프리 (204620)
유통,소매점,편의점,,"BGF리테일, GS리테일","BGF리테일 (282330), GS리테일 (007070)"
유통,소매점,복합 쇼핑몰,,"롯데홈쇼핑,  이마트, 신세계, 현대백화점, 경방, 베뉴지, 한화갤러리아, 광주신세계, 대구백화점, 세이브존I&C","롯데홈쇼핑, 이마트 (139480), 신세계 (004170), 현대백화점 (069960), 경방 (000050), 베뉴지 (019010), 한화갤러리아 (452260), 광주신세계 (037710), 대구백화점 (006370), 세이브존I&C (067830)"
유통,무역,,,"삼성물산, 포스코인터내셔널, LX인터내셔널, GS글로벌, 현대코퍼레이션, STX","삼성물산 (028260), 포스코인터내셔널 (047050), LX인터내셔널 (001120), GS글로벌 (001250), 현대코퍼레이션 (011760), STX (011810)"
유통,전자상거래,,,"카페24, 서울옥션, 아이마켓코리아, 밀리의서재, 지어소프트, 그래디언트, 딥마인드, 아이톡시, 케이옥션, 엑시온그룹, 티사이언티픽, 예스24, 현대이지웰, 레뷰코퍼레이션, 플레이그램, 대명소노시즌, 이상네트웍스","카페24 (042000), 서울옥션 (063170), 아이마켓코리아 (122900), 밀리의서재, 지어소프트 (051160), 그래디언트 (035080), 딥마인드, 아이톡시 (052770), 케이옥션 (102370), 엑시온그룹 (069920), 티사이언티픽 (057680), 예스24 (053280), 현대이지웰 (090850), 레뷰코퍼레이션 (443250), 플레이그램 (009810), 대명소노시즌, 이상네트웍스 (080010)"
유통,기타 ,,,"한컴위드, YW, 에코아이","한컴위드 (054920), YW (051390), 에코아이 (448280)"
운수,육상 ,카 셰어링,,쏘카,쏘카 (403550)
운수,육상 ,버스,,"천일고속, 동양고속","천일고속 (000650), 동양고속 (084670)"
운수,육상 ,교통,,"에스트래픽, 에이텍모빌리티, 에스디시스템","에스트래픽 (234300), 에이텍모빌리티 (224110), 에스디시스템 (121890)"
운수,육상 ,컨테이너,,"한진, 세방, KCTC","한진 (002320), 세방 (004360), KCTC (009070)"
운수,육상 ,물류,,"CJ대한통운, 한솔로지스틱스, 태웅로직스, 코웰패션","CJ대한통운 (000120), 한솔로지스틱스 (009180), 태웅로직스 (124560), 코웰패션 (033290)"
운수,육상 ,특수,,"현대글로비스, 한익스프레스, 유성티엔에스, 삼일","현대글로비스 (086280), 한익스프레스 (014130), 유성티엔에스 (024800), 삼일 (032280)"
운수,육상 ,항만,,"동방, 서호전기, 선광, 인터지스, 케이엘넷, 토탈소프트","동방 (004140), 서호전기 (065710), 선광 (003100), 인터지스 (129260), 케이엘넷 (039420), 토탈소프트 (045340)"
운수,항공,항공 보조,,한국공항,한국공항 (005430)
운수,항공,FSC,,"대한항공, 아시아나항공","대한항공 (003490), 아시아나항공 (020560)"
운수,항공,LCC,,"진에어, 제주항공, 에어부산, 티웨이항공","진에어 (272450), 제주항공 (089590), 에어부산 (298690), 티웨이항공 (091810)"
운수,해운,컨테이너선,,HMM ,HMM (011200)
운수,해운,벌크선,,"팬오션, 대한해운, STX그린로지스","팬오션 (028670), 대한해운 (005880), STX그린로지스 (465770)"
운수,해운,가스선/케미컬선,,"KSS해운, 흥아해운, 와이엔텍","KSS해운 (044450), 흥아해운 (003280), 와이엔텍 (067900)"
음료,음료,,,"동서, 롯데칠성, 매일유업, 남양유업, 한국맥널티","동서 (026960), 롯데칠성 (005300), 매일유업 (267980), 남양유업 (003920), 한국맥널티 (222980)"
음료,술,주정,,"풍국주정, 진로발효, 창해에탄올, MH에탄올","풍국주정 (023900), 진로발효 (018120), 창해에탄올 (004650), MH에탄올 (023150)"
음료,술,주류,,"하이트진로, 무학, 국순당, 제주맥주, 보해양조, 나라셀라","하이트진로 (000080), 무학 (033920), 국순당 (043650), 제주맥주, 보해양조 (000890), 나라셀라 (405920)"
식료품,소재,죽염,,인산가,인산가 (277410)
식료품,소재,제당,,대한제당,대한제당 (001790)
식료품,소재,장류,,"대상, 샘표식품","대상 (001680), 샘표식품 (248170)"
식료품,소재,제분,,"삼양사, 대한제분, 사조동아원","삼양사 (145990), 대한제분 (001130), 사조동아원 (008040)"
식료품,소재,첨가물,,"엠에스씨, 보락, 에스앤디, 네오크레마","엠에스씨 (009780), 보락 (002760), 에스앤디 (260970), 네오크레마 (311390)"
식료품,생육,참치,,"동원산업, 동원F&B, 사조산업, 신라교역, 사조씨푸드, 동원수산","동원산업 (006040), 동원F&B, 사조산업 (007160), 신라교역 (004970), 사조씨푸드 (014710), 동원수산 (030720)"
식료품,생육,수산물,,"사조대림, CJ씨푸드, 사조오양, 한성기업","사조대림 (003960), CJ씨푸드 (011150), 사조오양 (006090), 한성기업 (003680)"
식료품,생육,육류,오리,정다운,정다운 (208140)
식료품,생육,육류,축육,신라에스지,신라에스지 (025870)
식료품,생육,육류,돈육,"팜스토리, 선진, 팜스코, 우리손에프앤지","팜스토리 (027710), 선진 (136490), 팜스코 (036580), 우리손에프앤지 (073560)"
식료품,생육,육류,육계,"하림, 마니커, 동우팜투테이블, 마니커에프앤지, 체리부로 ","하림 (136480), 마니커 (027740), 동우팜투테이블 (088910), 마니커에프앤지 (195500), 체리부로 (066360)"
식료품,사료,,,"한일사료, 선진, 팜스토리, 이지바이오, 미래생명자원, 팜스코, 고려산업, 케이씨피드, 우성, 대주산업, 한탑, 오에스피","한일사료 (005860), 선진 (136490), 팜스토리 (027710), 이지바이오 (353810), 미래생명자원 (218150), 팜스코 (036580), 고려산업 (002140), 케이씨피드 (025880), 우성 (006980), 대주산업 (003310), 한탑 (002680), 오에스피 (368970)"
식료품,종자,,,"농우바이오, 아시아종묘","농우바이오 (054050), 아시아종묘 (154030)"
식료품,식재료,,,"CJ제일제당, 풀무원, 우듬지팜","CJ제일제당 (097950), 풀무원 (017810), 우듬지팜 (403490)"
기호식품,스낵,빙과,,빙그레,빙그레 (005180)
기호식품,스낵,제빵,,"SPC삼립, 서울식품, 조흥","SPC삼립 (005610), 서울식품 (004410), 조흥 (002600)"
기호식품,스낵,제과,,"롯데웰푸드, 오리온, 해태제과식품, 크라운제과","롯데웰푸드 (280360), 오리온 (271560), 해태제과식품 (101530), 크라운제과 (264900)"
기호식품,라면,,,"농심, 삼양식품, 오뚜기","농심 (004370), 삼양식품 (003230), 오뚜기 (007310)"
기호식품,담배,,,"KT&G, 이엠텍","KT&G (033780), 이엠텍 (091120)"
포장류,포장재,,,"동원시스템즈, 율촌화학, 삼영, 삼양패키징, 세림B&G, 원림","동원시스템즈 (014820), 율촌화학 (008730), 삼영 (003720), 삼양패키징 (272550), 세림B&G (340440), 원림 (005820)"
포장류,우유팩,,,삼륭물산,삼륭물산 (014970)
포장류,병뚜껑,,,"삼화양관, 금비","삼화양관, 금비 (008870)"
유통,위탁식당,,,현대그린푸드,현대그린푸드 (453340)
유통,외식,,,"교촌에프앤비, 디딤이앤에프, 씨티프라퍼티, 더본코리아","교촌에프앤비 (339770), 디딤이앤에프, 씨티프라퍼티, 더본코리아 (475560)"
유통,식자재 ,,,"HLB글로벌, CJ프레시웨이, 신세계푸드, 흥국에프엔비, 우양, 보라티알, 한국가구, 푸드나무, 푸드웰","HLB글로벌 (003580), CJ프레시웨이 (051500), 신세계푸드 (031440), 흥국에프엔비 (189980), 우양 (103840), 보라티알 (250000), 한국가구 (004590), 푸드나무 (290720), 푸드웰 (005670)"
기기,진단,,,"HLB, 씨젠, 에스디바이오센서, 바이오니아, 바이오다인, 퓨처켐, 지씨셀, 아이센스, 바이오노트, 지노믹트리, 바디텍메드, 마이크로디지탈, 랩지노믹스, 아이엠비디엑스, 엑세스바이오, 인트론바이오, 휴마시스, 마크로젠, 오상헬스케어, 싸이토젠, 퀀타매트릭스, HLB파나진, 테라젠이텍스, 나노엔텍, 수젠텍, 노을, 아스타, 녹십자엠에스, 피플바이오, 미코바이오메드, 진매트릭스, 피씨엘, 제놀루션, 진시스템, 프리시젼바이오, 엔젠바이오, 젠큐릭스, 프로티아, 유투바이오, 클리노믹스, 세니젠, 쓰리빌리언","HLB (028300), 씨젠 (096530), 에스디바이오센서 (137310), 바이오니아 (064550), 바이오다인 (314930), 퓨처켐, 지씨셀 (144510), 아이센스 (099190), 바이오노트 (377740), 지노믹트리 (228760), 바디텍메드 (206640), 마이크로디지탈 (305090), 랩지노믹스 (084650), 아이엠비디엑스 (461030), 엑세스바이오 (950130), 인트론바이오 (048530), 휴마시스 (205470), 마크로젠 (038290), 오상헬스케어 (036220), 싸이토젠 (217330), 퀀타매트릭스 (317690), HLB파나진 (046210), 테라젠이텍스 (066700), 나노엔텍 (039860), 수젠텍 (253840), 노을 (376930), 아스타 (246720), 녹십자엠에스 (142280), 피플바이오 (304840), 미코바이오메드, 진매트릭스 (109820), 피씨엘 (241820), 제놀루션 (225220), 진시스템 (363250), 프리시젼바이오 (335810), 엔젠바이오 (354200), 젠큐릭스 (229000), 프로티아 (303360), 유투바이오 (221800), 클리노믹스, 세니젠 (188260), 쓰리빌리언 (394800)"
기기,영상,,,"뷰웍스, 레이언스, 제노레이, 피제이전자, 디알텍, 디알젬","뷰웍스 (100120), 레이언스 (228850), 제노레이 (122310), 피제이전자 (006140), 디알텍 (214680), 디알젬 (263690)"
기기,치료,,,"큐렉소, 플라즈맵, 멕아이씨에스, 리메드, 알파녹스, 비스토스, 메디아나, 원익, 씨유메디칼, 네오펙트, 넥스트바이오메디컬","큐렉소 (060280), 플라즈맵 (405000), 멕아이씨에스 (058110), 리메드 (302550), 알파녹스, 비스토스 (419540), 메디아나 (041920), 원익 (032940), 씨유메디칼 (115480), 네오펙트 (290660), 넥스트바이오메디컬 (389650)"
기기,미용,,,"클래시스, 파마리서치, 에이피알, 원텍, 비올, 한국비엔씨, 제테마, 바이오플러스, 하이로닉, 라메디텍, 레이저옵텍, 서울리거","클래시스 (214150), 파마리서치 (214450), 에이피알 (278470), 원텍 (336570), 비올 (335890), 한국비엔씨 (256840), 제테마 (216080), 바이오플러스 (099430), 하이로닉 (149980), 라메디텍 (462510), 레이저옵텍 (199550), 서울리거 (043710)"
기기,실험,,,"대한과학, 제더블유바이텍, 일신바이오, 토모큐브","대한과학 (131220), 제더블유바이텍, 일신바이오 (068330), 토모큐브 (475960)"
기기,안과,,,휴비츠,휴비츠 (065510)
기기,헬스케어,,,"인바디, 셀바스헬스케어, 씨어스테크놀로지","인바디 (041830), 셀바스헬스케어 (208370), 씨어스테크놀로지 (458870)"
기기,기타 ,,,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈 (445680)
용품,치과,장비,,"바텍, 레이","바텍 (043150), 레이 (228670)"
용품,치과,임플란트,,"덴티움, 디오, 덴티스","덴티움 (145720), 디오 (039840), 덴티스 (261200)"
용품,치과,소재 ,,"오스코텍, 나이벡, 신흥, 석경에이티, 메타바이오메드, 하스","오스코텍 (039200), 나이벡 (138610), 신흥 (004080), 석경에이티 (357550), 메타바이오메드 (059210), 하스 (450330)"
용품,치료,,,"티앤엘, 엔앤씨바이오, 엠아이텍, 티앤알바이오팹, 엘앤케이바이오, 시지메드텍, 세운메디칼, 코렌텍, 오스테오닉, 한스바이오메드, 원아비오젠, SCL사이언스, 시너지이노베이션","티앤엘 (340570), 엔앤씨바이오, 엠아이텍 (179290), 티앤알바이오팹 (246710), 엘앤케이바이오 (156100), 시지메드텍 (056090), 세운메디칼 (100700), 코렌텍 (104540), 오스테오닉 (226400), 한스바이오메드 (042520), 원아비오젠, SCL사이언스 (246960), 시너지이노베이션 (048870)"
용품,기타 ,,,"이오플로우, 한컴라이프케어, 서린바이오, 오리엔트바이오, 휴엠앤씨, 아이빔테크놀로지","이오플로우 (294090), 한컴라이프케어 (372910), 서린바이오 (038070), 오리엔트바이오 (002630), 휴엠앤씨 (263920), 아이빔테크놀로지 (460470)"
솔루션,,,,"루닛, 뷰노, 딥노이드, 제이엘케이, 제이브이엠, 유비케어, 이지케어텍, 코어라인소프트, 인피티트헬스케어, 케어랩스, 비트컴퓨터, 얼라인드, 라이프시맨틱스","루닛 (328130), 뷰노 (338220), 딥노이드 (315640), 제이엘케이 (322510), 제이브이엠 (054950), 유비케어 (032620), 이지케어텍 (099750), 코어라인소프트 (384470), 인피티트헬스케어, 케어랩스 (263700), 비트컴퓨터 (032850), 얼라인드 (238120), 라이프시맨틱스"
병원,,,,차바이오텍,차바이오텍 (085660)
전문의약품,,,,"유한양행, SK바이오팜, 한미약품, 삼천당제약, 셀트리온제약, 한올바이오파마, 녹십자, 대웅제약, 종근당, SK이노엔, HLB제약, 동국제약, 보령, 신풍제약, 동아에스티, 영진약품, 에이프로젠, 일동제약, 휴메딕스, 부광약품, 유나이티드제약, 휴온스, 대원제약, 광동제약, CMG제약, 삼일제약, 삼진제약, 일양약품, 이연제약, 환인제약, 일성아이에스, 이수앱시스, 제일약품, 하나제약, 에이프로젠바이오로직스, 경동제약, 한독, 대화제약, 한국파마, 비보존 제약, CG인바이츠, 동구바이오제약, 삼성제약, 삼아제약, 대한뉴팜, 동성제약, 국제약품, 옵투스제약, 위더스제약, 안국약품, 팜젠사이언스, 신일제약, 지엘팜텍, JW신약, 유유제약, AP헬스케어, 명문제약, 진양제약, 알리코제약, 메타케어, 고려제약, 조아제약, 더블유에스아이, 비씨월드제약, 서울제약, 한국유니온제약","유한양행 (000100), SK바이오팜 (326030), 한미약품 (128940), 삼천당제약 (000250), 셀트리온제약 (068760), 한올바이오파마 (009420), 녹십자 (006280), 대웅제약 (069620), 종근당 (185750), SK이노엔, HLB제약 (047920), 동국제약 (086450), 보령 (003850), 신풍제약 (019170), 동아에스티 (170900), 영진약품 (003520), 에이프로젠 (007460), 일동제약 (249420), 휴메딕스 (200670), 부광약품 (003000), 유나이티드제약 (033270), 휴온스 (243070), 대원제약 (003220), 광동제약 (009290), CMG제약 (058820), 삼일제약 (000520), 삼진제약 (005500), 일양약품 (007570), 이연제약 (102460), 환인제약 (016580), 일성아이에스 (003120), 이수앱시스, 제일약품 (271980), 하나제약 (293480), 에이프로젠바이오로직스 (003060), 경동제약 (011040), 한독 (002390), 대화제약 (067080), 한국파마 (032300), 비보존 제약 (082800), CG인바이츠 (083790), 동구바이오제약 (006620), 삼성제약 (001360), 삼아제약 (009300), 대한뉴팜 (054670), 동성제약 (002210), 국제약품 (002720), 옵투스제약 (131030), 위더스제약 (330350), 안국약품 (001540), 팜젠사이언스 (004720), 신일제약 (012790), 지엘팜텍 (204840), JW신약 (067290), 유유제약 (000220), AP헬스케어, 명문제약 (017180), 진양제약 (007370), 알리코제약 (260660), 메타케어 (118000), 고려제약 (014570), 조아제약 (034940), 더블유에스아이 (299170), 비씨월드제약 (200780), 서울제약 (018680), 한국유니온제약 (080720)"
일반의약품,,,,"경남제약, 빌리언스, 동화약품, 현대약품, 신신제약, 티디에스팜","경남제약 (053950), 빌리언스 (044480), 동화약품 (000020), 현대약품 (004310), 신신제약 (002800), 티디에스팜 (464280)"
원료의약품,,,,"파미셀, 코오롱생명과학, 국전약품, 경보제약, 종근당바이오, 하이텍팜, 엔지켐생명과학, 바이오에프디엔씨, 화일약품, 대정화금, 아미노로직스, 폴라이스AI파마, 그린생명과학","파미셀 (005690), 코오롱생명과학 (102940), 국전약품 (307750), 경보제약 (214390), 종근당바이오 (063160), 하이텍팜 (106190), 엔지켐생명과학 (183490), 바이오에프디엔씨 (251120), 화일약품 (061250), 대정화금 (120240), 아미노로직스 (074430), 폴라이스AI파마, 그린생명과학 (114450)"
분야,동물용,,,"중앙백신, 이글벳, 코미팜, 씨티씨바이오, 우진비앤지, 옵티팜, 대성미생물, 진바이오텍, 애드바이오텍","중앙백신 (072020), 이글벳 (044960), 코미팜 (041960), 씨티씨바이오 (060590), 우진비앤지 (018620), 옵티팜 (153710), 대성미생물 (036480), 진바이오텍 (086060), 애드바이오텍 (179530)"
분야,주사제,,,"JW중외제약, JW생명과학, 대한약품, 녹십자웰빙","JW중외제약 (001060), JW생명과학 (234080), 대한약품 (023910), 녹십자웰빙 (234690)"
분야,패치제,,,아이큐어,아이큐어 (175250)
분야,유통,,,"블루엠텍, 모아라이프플러스, HLB생명과학, 케이바이오","블루엠텍 (439580), 모아라이프플러스 (142760), HLB생명과학 (067630), 케이바이오 (038530)"
분야,기타 ,,,에스엘에스바이오,에스엘에스바이오 (246250)
종합,,,,"LG화학, 롯데케미칼, 대한유화","LG화학 (051910), 롯데케미칼 (011170), 대한유화 (006650)"
정유,,,,"SK이노베이션, S-OIL","SK이노베이션 (096770), S-OIL"
에틸렌,EDC,VCM,PVC,케이디켐,케이디켐 (221980)
에틸렌,아세트알데히드,초산에틸,,한국알콜,한국알콜 (017890)
에틸렌,아세트알데히드,초산에틸,초상/용제,롯데정밀화학,롯데정밀화학 (004000)
프로필렌,AN,,,태광산업,태광산업 (003240)
프로필렌,ECH,,,롯데정밀화학,롯데정밀화학 (004000)
프로필렌,PO,,,"SKC, S-OIL","SKC (011790), S-OIL"
프로필렌,PO,PPG,,KPX케미칼,KPX케미칼 (025000)
프로필렌,PO,PPG,PU 폼,"진양산업, 진양폴리, S&K폴리텍","진양산업 (003780), 진양폴리 (010640), S&K폴리텍 (091340)"
프로필렌,PO,PG,,SKC,SKC (011790)
C4혼합물,부타디엠,"BR, SBR, NBR, SB-라텍스",,금호석유,금호석유
C5혼합물,MMA,,,롯데정밀화학,롯데정밀화학 (004000)
제품,PVC,,,"한국석유, 진양화학, SH에너지화학, 영보화학, 코오롱ENP, 에스폴리텍, 세우글로벌, WISCOM, 웹스, 엔피케이, 진영, 원풍, 스타플렉스, 케이디켐, 금양","한국석유 (004090), 진양화학 (051630), SH에너지화학 (002360), 영보화학 (014440), 코오롱ENP (138490), 에스폴리텍 (050760), 세우글로벌 (013000), WISCOM (024070), 웹스 (196700), 엔피케이 (048830), 진영 (285800), 원풍 (008370), 스타플렉스 (115570), 케이디켐 (221980), 금양 (001570)"
제품,PU 폼,,,"진양산업, 진양폴리, S&K폴리텍","진양산업 (003780), 진양폴리 (010640), S&K폴리텍 (091340)"
제품,비료,,,"KG케미칼, 남해화학, 조비, 효성오앤비, 경농, 성보화학, 동방아그로, 인바이오, 누보","KG케미칼 (001390), 남해화학 (025860), 조비 (001550), 효성오앤비 (097870), 경농 (002100), 성보화학, 동방아그로 (007590), 인바이오 (352940), 누보 (332290)"
제품,윤활유,,,"한국쉘석유, 미창석유, 극동유화","한국쉘석유 (002960), 미창석유 (003650), 극동유화 (014530)"
정밀화학,PI 필름,,,PI첨단소재,PI첨단소재 (178920)
정밀화학,가성소다,,,"롯데정밀화학, 백광산업","롯데정밀화학 (004000), 백광산업"
정밀화학,가성칼륨,,,"롯데정밀화학, 유니드","롯데정밀화학 (004000), 유니드 (014830)"
정밀화학,실리콘,,,"KCC, KBG, HRS","KCC (002380), KBG (318000), HRS (036640)"
정밀화학,기능성,탄산가스,,태경케미컬,태경케미컬 (006890)
정밀화학,기능성,접착 소재,,"미원에스씨, 아셈스, 오공, 예선테크","미원에스씨 (268280), 아셈스 (136410), 오공 (045060), 예선테크 (250930)"
정밀화학,기능성,소재 ,,"쎄노텍, 나노브릭, 미원상사, 이수스페셜티케미컬","쎄노텍 (222420), 나노브릭, 미원상사 (002840), 이수스페셜티케미컬 (457190)"
정밀화학,기능성,계면활성제,,"이수화학, 한농화성, 동남합성, 그린케미칼, 미원화학, KCI, 제이엠아이","이수화학 (005950), 한농화성 (011500), 동남합성 (023450), 그린케미칼 (083420), 미원화학 (134380), KCI, 제이엠아이 (033050)"
정밀화학,기능성,"안료, 염료",,"경인양행, 나노씨엠에스, 씨큐브, 이화산업","경인양행 (012610), 나노씨엠에스 (247660), 씨큐브 (101240), 이화산업 (000760)"
유통 ,,,,"NPC, 원익큐브, 와이오엔, 중앙에너비스, 흥구석유, 위즈코프, 세기상사, 대성산업, 바이온 ","NPC (004250), 원익큐브 (014190), 와이오엔, 중앙에너비스 (000440), 흥구석유 (024060), 위즈코프 (038620), 세기상사 (002420), 대성산업 (128820), 바이온 (032980)"
